capital,valor,var_mensal,pct_sal,tempo,var_ano,var_12,aammes
Belo Horizonte,666.82,-0.32,54.61,111h08m,-4.24,2.1,202305
Natal,602.16,-0.62,49.32,100h22m,3.05,2.68,202305
Salvador,594.32,1.42,48.67,99h03m,4.14,2.67,202305
Recife,587.13,0.84,48.09,97h52m,3.9,-1.47,202305
João Pessoa,580.95,-0.76,47.58,96h50m,3.4,2.34,202305
Aracaju,553.76,-0.02,45.35,92h17m,6.28,0.98,202305
São Paulo,783.05,-1.11,64.13,130h31m,-1.04,0.78,202306
Porto Alegre,773.56,-1.02,63.35,128h56m,1.04,2.57,202306
Florianópolis,771.54,0.84,63.19,128h35m,0.31,1.46,202306
Rio de Janeiro,741.0,-1.17,60.69,123h30m,-1.56,1.07,202306
Campo Grande,730.19,0.84,59.8,121h42m,-1.88,3.92,202306
Curitiba,701.22,-0.37,57.43,116h52m,0.37,-0.01,202306
Vitória,691.34,-2.08,56.62,115h13m,-5.14,-0.22,202306
Brasília,687.33,-2.29,56.29,114h34m,-5.69,-1.58,202306
Goiânia,669.39,-5.04,54.82,111h34m,-5.0,-0.7,202306
Fortaleza,661.16,-1.71,54.15,110h11m,1.1,0.63,202306
Belém,659.89,-1.48,54.05,109h59m,3.2,4.37,202306
Belo Horizonte,656.02,-1.62,53.73,109h20m,-5.79,1.12,202306
Natal,632.27,5.0,51.78,105h23m,8.2,3.35,202306
Recife,621.14,5.79,50.87,103h31m,9.92,1.44,202306
João Pessoa,604.89,4.12,49.54,100h49m,7.66,3.1,202306
Salvador,595.84,0.26,48.8,99h19m,4.41,2.59,202306
Aracaju,567.11,2.41,46.45,94h31m,8.84,3.13,202306
Porto Alegre,777.16,0.47,63.65,129h32m,1.51,3.23,202307
São Paulo,769.95,-1.67,63.06,128h20m,-2.7,1.25,202307
Florianópolis,746.66,-3.22,61.15,124h26m,-2.93,-0.94,202307
Rio de Janeiro,738.12,-0.39,60.45,123h01m,-1.94,1.99,202307
Campo Grande,698.31,-4.37,57.19,116h23m,-6.17,-1.23,202307
Curitiba,690.31,-1.56,56.54,115h03m,-1.2,0.22,202307
Brasília,687.58,0.04,56.31,114h36m,-5.65,-2.32,202307
Vitória,674.54,-2.43,55.24,112h25m,-7.44,-3.74,202307
Fortaleza,661.5,0.05,54.18,110h15m,1.15,3.12,202307
Goiânia,657.71,-1.74,53.87,109h37m,-6.66,-2.26,202307
Belo Horizonte,652.78,-0.49,53.46,108h48m,-6.25,0.11,202307
Belém,650.42,-1.44,53.27,108h24m,1.72,2.73,202307
Natal,613.64,-2.95,50.26,102h16m,5.01,4.44,202307
Salvador,596.04,0.03,48.82,99h20m,4.44,1.62,202307
Recife,592.71,-4.58,48.54,98h47m,4.89,-3.88,202307
João Pessoa,581.31,-3.9,47.61,96h53m,3.47,1.52,202307
Aracaju,547.22,-3.51,44.82,91h12m,5.02,0.87,202307
Porto Alegre,760.59,-2.13,62.29,126h46m,-0.66,1.67,202308
São Paulo,748.47,-2.79,61.3,124h45m,-5.41,-0.17,202308
Florianópolis,743.94,-0.36,60.93,123h59m,-3.28,-0.3,202308
Rio de Janeiro,722.78,-2.08,59.2,120h28m,-3.98,0.69,202308
Campo Grande,691.7,-0.95,56.65,115h17m,-7.06,-0.95,202308
Brasília,689.98,0.35,56.51,115h00m,-5.32,0.1,202308
Curitiba,685.13,-0.75,56.11,114h11m,-1.94,-0.08,202308
Vitória,660.88,-2.03,54.13,110h09m,-9.32,-5.24,202308
Belo Horizonte,646.02,-1.04,52.91,107h40m,-7.22,1.23,202308
Fortaleza,642.68,-2.85,52.64,107h07m,-1.73,2.5,202308
Goiânia,641.53,-2.46,52.54,106h55m,-8.96,-2.92,202308
Belém,640.11,-1.59,52.43,106h41m,0.1,0.83,202308
Natal,581.18,-5.29,47.6,96h52m,-0.54,0.08,202308
Recife,580.72,-2.02,47.56,96h47m,2.77,-2.91,202308
Salvador,575.81,-3.39,47.16,95h58m,0.9,-0.19,202308
João Pessoa,565.07,-2.79,46.28,94h11m,0.57,-0.55,202308
Aracaju,542.67,-0.83,44.44,90h26m,4.15,0.57,202308
Florianópolis,747.64,0.5,61.23,124h37m,-2.8,0.15,202309
Porto Alegre,741.71,-2.48,60.75,123h37m,-3.12,-0.3,202309
São Paulo,734.77,-1.83,60.18,122h28m,-7.14,-2.13,202309
Rio de Janeiro,719.92,-0.4,58.96,119h59m,-4.36,0.81,202309
Vitória,681.91,3.18,55.85,113h39m,-6.43,-0.63,202309
Curitiba,681.23,-0.57,55.79,113h32m,-2.49,0.37,202309
Campo Grande,675.68,-2.32,55.34,112h37m,-9.21,-4.98,202309
Brasília,662.2,-4.03,54.23,110h22m,-9.14,-3.64,202309
Fortaleza,640.48,-0.34,52.46,106h45m,-2.07,3.16,202309
Belo Horizonte,633.78,-1.89,51.91,105h38m,-8.98,-2.52,202309
Belém,633.53,-1.03,51.89,105h35m,-0.92,1.78,202309
Goiânia,630.95,-1.65,51.67,105h10m,-10.46,-4.21,202309
Natal,598.99,3.06,49.06,99h50m,2.5,3.0,202309
Salvador,571.01,-0.83,46.77,95h10m,0.05,1.91,202309
Recife,570.2,-1.81,46.7,95h02m,0.9,-1.69,202309
João Pessoa,562.6,-0.44,46.08,93h46m,0.14,0.05,202309
Aracaju,532.34,-1.9,43.6,88h43m,2.17,2.63,202309
Porto Alegre,739.21,-0.34,60.54,123h12m,-3.45,-3.85,202310
Florianópolis,738.77,-1.19,60.51,123h08m,-3.95,-2.0,202310
São Paulo,738.13,0.46,60.45,123h01m,-6.72,-3.16,202310
Rio de Janeiro,721.17,0.17,59.06,120h11m,-4.19,-2.05,202310
Campo Grande,682.97,1.08,55.94,113h50m,-8.23,-6.91,202310
Vitória,675.16,-0.99,55.3,112h32m,-7.36,-4.61,202310
Curitiba,675.01,-0.91,55.28,112h30m,-3.39,-3.06,202310
Fortaleza,648.93,1.32,53.15,108h10m,-0.77,4.23,202310
Brasília,647.76,-2.18,53.05,107h58m,-11.12,-7.34,202310
Goiânia,636.07,0.81,52.09,106h01m,-9.73,-5.88,202310
Belém,632.92,-0.1,51.84,105h29m,-1.02,2.88,202310
Belo Horizonte,627.72,-0.96,51.41,104h37m,-9.85,-5.23,202310
Natal,582.12,-2.82,47.68,97h01m,-0.38,1.52,202310
Salvador,563.1,-1.39,46.12,93h51m,-1.33,0.09,202310
Recife,557.1,-2.3,45.63,92h51m,-1.41,-0.23,202310
João Pessoa,554.88,-1.37,45.44,92h29m,-1.24,-0.84,202310
Aracaju,521.96,-1.95,42.75,86h59m,0.17,1.25,202310
São Paulo,749.28,1.51,61.37,124h53m,-5.31,-4.27,202311
Florianópolis,747.59,1.19,61.23,124h36m,-2.81,-3.68,202311
Porto Alegre,739.18,0.0,60.54,123h12m,-3.45,-5.42,202311
Rio de Janeiro,728.27,0.98,59.65,121h23m,-3.25,-2.8,202311
Curitiba,683.44,1.25,55.97,113h55m,-2.18,-3.72,202311
Vitória,675.45,0.04,55.32,112h35m,-7.32,-5.34,202311
Campo Grande,674.79,-1.2,55.27,112h28m,-9.33,-8.63,202311
Brasília,667.58,3.06,54.67,111h16m,-8.4,-6.27,202311
Goiânia,648.59,1.97,53.12,108h06m,-7.95,-5.93,202311
Fortaleza,639.91,-1.39,52.41,106h39m,-2.15,1.47,202311
Belo Horizonte,639.68,1.91,52.39,106h37m,-8.13,-7.74,202311
Belém,635.18,0.36,52.02,105h52m,-0.67,1.74,202311
Natal,567.3,-2.55,46.46,94h33m,-2.92,0.06,202311
Recife,551.04,-1.09,45.13,91h50m,-2.49,-0.05,202311
Salvador,550.86,-2.17,45.12,91h49m,-3.48,0.03,202311
João Pessoa,548.33,-1.18,44.91,91h23m,-2.4,-0.74,202311
Aracaju,516.76,-1.0,42.32,86h08m,-0.82,0.94,202311
Belém,645.44,1.62,52.86,107h34m,0.94,,202312
Porto Alegre,766.53,3.7,62.78,127h46m,0.12,,202312
Curitiba,697.22,2.02,57.1,116h12m,-0.21,,202312
Aracaju,517.26,0.1,42.36,86h13m,-0.73,,202312
Florianópolis,758.5,1.46,62.12,126h25m,-1.39,,202312
Salvador,560.81,1.81,45.93,93h28m,-1.73,,202312
Rio de Janeiro,738.61,1.42,60.49,123h06m,-1.88,,202312
João Pessoa,542.3,-1.1,44.41,90h23m,-3.48,,202312
Fortaleza,630.38,-1.49,51.63,105h04m,-3.61,,202312
São Paulo,761.01,1.57,62.33,126h50m,-3.83,,202312
Brasília,698.74,4.67,57.23,116h28m,-4.12,,202312
Recife,538.08,-2.35,44.07,89h41m,-4.78,,202312
Natal,556.06,-1.98,45.54,92h41m,-4.84,,202312
Goiânia,669.36,3.2,54.82,111h34m,-5.01,,202312
Vitória,688.86,1.99,56.42,114h49m,-5.48,,202312
Belo Horizonte,656.29,2.6,53.75,109h23m,-5.75,,202312
Campo Grande,697.69,3.39,57.14,116h17m,-6.25,,202312
Florianópolis,800.31,5.51,61.27,124h41m,,5.21,202401
São Paulo,793.39,4.25,60.74,123h37m,,0.36,202401
Rio de Janeiro,791.77,7.2,60.62,123h22m,,2.8,202401
Porto Alegre,791.16,3.21,60.57,123h16m,,4.47,202401
Brasília,742.52,6.27,56.85,115h41m,,1.75,202401
Campo Grande,736.76,5.6,56.41,114h47m,,-0.85,202401
Curitiba,726.23,4.16,55.6,113h09m,,4.47,202401
Belo Horizonte,724.73,10.43,55.49,112h55m,,2.37,202401
Vitória,719.3,4.42,55.07,112h04m,,-0.95,202401
Goiânia,710.7,6.18,54.41,110h44m,,0.01,202401
Belém,656.78,1.76,50.29,102h20m,,0.3,202401
Fortaleza,618.32,-1.91,47.34,96h20m,,-9.05,202401
Salvador,593.26,5.79,45.42,92h26m,,-0.26,202401
Natal,575.71,3.53,44.08,89h42m,,-7.47,202401
João Pessoa,559.77,3.22,42.86,87h13m,,-6.71,202401
Recife,550.51,2.31,42.15,85h46m,,-9.47,202401
Aracaju,528.48,2.17,40.46,82h20m,,-4.83,202401
Rio de Janeiro,832.8,5.18,63.76,129h46m,12.75,11.64,202402
São Paulo,808.38,1.89,61.89,125h57m,6.22,3.72,202402
Porto Alegre,796.81,0.71,61.01,124h09m,3.95,7.49,202402
Florianópolis,783.36,-2.12,59.98,122h03m,3.28,4.87,202402
Campo Grande,748.2,1.55,57.29,116h35m,7.24,3.93,202402
Brasília,741.91,-0.08,56.8,115h36m,6.18,3.08,202402
Vitória,731.83,1.74,56.03,114h01m,6.24,3.19,202402
Curitiba,731.5,0.73,56.01,113h58m,4.92,7.75,202402
Belo Horizonte,727.46,0.38,55.7,113h20m,10.84,7.0,202402
Goiânia,707.81,-0.41,54.19,110h17m,5.74,1.82,202402
Belém,665.12,1.27,50.92,103h38m,3.05,0.32,202402
Fortaleza,627.67,1.51,48.06,97h48m,-0.43,-6.5,202402
Salvador,604.3,1.86,46.27,94h09m,7.75,1.24,202402
Natal,579.31,0.63,44.35,90h16m,4.18,-7.48,202402
João Pessoa,564.5,0.84,43.22,87h57m,4.09,-5.93,202402
Recife,559.68,1.67,42.85,87h12m,4.01,-7.79,202402
Aracaju,534.4,1.12,40.92,83h16m,3.31,-3.36,202402
São Paulo,813.26,0.6,62.27,126h43m,6.87,3.97,202403
Rio de Janeiro,812.25,-2.47,62.19,126h33m,9.97,10.42,202403
Florianópolis,791.21,1.0,60.58,123h17m,4.31,6.6,202403
Porto Alegre,777.43,-2.43,59.52,121h08m,1.42,4.2,202403
Brasília,747.68,0.78,57.25,116h29m,7.0,7.84,202403
Campo Grande,730.02,-2.43,55.89,113h44m,4.63,1.51,202403
Vitória,729.34,-0.34,55.84,113h38m,5.88,4.32,202403
Curitiba,728.06,-0.47,55.74,113h26m,4.42,7.11,202403
Belo Horizonte,712.51,-2.06,54.55,111h01m,8.57,8.85,202403
Goiânia,703.57,-0.6,53.87,109h37m,5.11,3.33,202403
Belém,667.53,0.36,51.11,104h01m,3.42,0.45,202403
Fortaleza,663.22,5.66,50.78,103h20m,5.21,2.36,202403
Salvador,620.13,2.62,47.48,96h37m,10.58,4.86,202403
Natal,605.33,4.49,46.35,94h19m,8.86,-1.58,202403
Recife,592.19,5.81,45.34,92h16m,10.06,2.33,202403
João Pessoa,583.23,3.32,44.65,90h52m,7.55,0.63,202403
Aracaju,555.22,3.9,42.51,86h31m,7.34,1.66,202403
São Paulo,822.84,1.18,63.0,128h12m,8.12,3.54,202404
Rio de Janeiro,801.15,-1.37,61.34,124h50m,8.47,6.71,202404
Florianópolis,781.53,-1.22,59.84,121h46m,3.04,1.58,202404
Porto Alegre,775.63,-0.23,59.39,120h51m,1.19,-1.01,202404
Campo Grande,732.75,0.37,56.1,114h10m,5.03,-0.68,202404
Brasília,727.76,-2.66,55.72,113h23m,4.15,1.49,202404
Vitória,726.82,-0.35,55.65,113h14m,5.51,3.26,202404
Curitiba,726.64,-0.2,55.63,113h13m,4.22,4.7,202404
Fortaleza,714.68,7.76,54.72,111h21m,13.37,6.7,202404
Belo Horizonte,712.7,0.03,54.57,111h02m,8.6,6.54,202404
Goiânia,701.01,-0.36,53.67,109h13m,4.73,-0.56,202404
Belém,681.45,2.09,52.17,106h10m,5.58,3.13,202404
Salvador,640.12,3.22,49.01,99h44m,14.14,9.24,202404
Natal,632.23,4.44,48.41,98h31m,13.7,4.34,202404
Recife,617.28,4.24,47.26,96h11m,14.72,6.01,202404
João Pessoa,614.75,5.4,47.07,95h47m,13.36,5.01,202404
Aracaju,582.11,4.84,44.57,90h42m,12.54,5.09,202404
São Paulo,826.85,0.49,63.31,128h50m,8.65,4.42,202405
Porto Alegre,801.45,3.33,61.36,124h52m,4.56,2.54,202405
Florianópolis,801.03,2.5,61.33,124h49m,5.61,4.69,202405
Rio de Janeiro,796.67,-0.56,61.0,124h08m,7.86,6.26,202405
Campo Grande,748.48,2.15,57.31,116h37m,7.28,3.37,202405
Curitiba,741.46,2.04,56.77,115h31m,6.35,5.35,202405
Brasília,737.37,1.0,56.46,114h53m,1.29,5.53,202405
Vitória,723.91,-0.4,55.43,112h47m,5.09,2.53,202405
Fortaleza,709.9,-0.67,54.35,110h37m,12.61,5.54,202405
Goiânia,704.51,0.5,53.94,109h46m,5.25,-0.05,202405
Belo Horizonte,693.39,-2.71,53.09,108h02m,5.65,3.98,202405
Belém,690.98,1.4,52.9,107h40m,7.06,3.16,202405
Natal,640.1,1.24,49.01,99h44m,15.11,6.3,202405
Salvador,623.05,-2.67,47.7,97h05m,11.1,4.83,202405
João Pessoa,620.67,0.96,47.52,96h42m,14.45,6.84,202405
Recife,618.47,0.19,47.35,96h22m,14.94,5.34,202405
Aracaju,579.55,-0.44,44.37,90h18m,12.04,4.66,202405
São Paulo,832.69,0.71,63.75,129h44m,9.42,6.34,202406
Florianópolis,816.06,1.88,62.48,127h09m,7.59,5.77,202406
Rio de Janeiro,814.38,2.22,62.35,126h53m,10.26,9.9,202406
Porto Alegre,804.86,0.43,61.62,125h24m,5.0,4.05,202406
Curitiba,754.91,1.81,57.8,117h37m,8.27,7.66,202406
Campo Grande,748.89,0.05,57.34,116h41m,7.34,2.56,202406
Brasília,738.93,0.21,56.58,115h08m,5.75,7.51,202406
Vitória,718.43,-0.76,55.01,111h56m,4.29,3.92,202406
Goiânia,711.43,0.98,54.47,110h51m,6.29,6.28,202406
Belo Horizonte,701.55,1.18,53.71,109h19m,6.9,6.94,202406
Fortaleza,697.33,-1.77,53.39,108h39m,10.62,5.47,202406
Belém,695.58,0.67,53.26,108h23m,7.77,5.41,202406
Salvador,613.22,-1.58,46.95,95h32m,9.35,2.92,202406
Natal,599.29,-6.38,45.88,93h22m,7.77,-5.22,202406
João Pessoa,597.32,-3.76,45.73,93h04m,10.15,-1.25,202406
Recife,582.9,-5.75,44.63,90h49m,8.33,-6.16,202406
Aracaju,561.96,-3.04,43.03,87h34m,8.64,-0.91,202406
São Paulo,809.77,-2.75,62.0,126h10m,6.41,5.17,202407
Florianópolis,782.73,-4.08,59.93,121h58m,3.19,4.83,202407
Porto Alegre,769.96,-4.34,58.95,119h58m,0.45,-0.93,202407
Rio de Janeiro,757.64,-6.97,58.01,118h03m,2.58,2.64,202407
Campo Grande,736.98,-1.59,56.43,114h50m,5.63,5.54,202407
Curitiba,718.32,-4.85,55.0,111h55m,3.03,4.06,202407
Goiânia,695.98,-2.17,53.29,108h26m,3.98,5.82,202407
Brasília,694.31,-6.04,53.16,108h11m,-0.63,0.98,202407
Vitória,688.45,-4.17,52.71,107h16m,-0.06,2.06,202407
Belém,682.39,-1.9,52.25,106h19m,5.72,4.92,202407
Fortaleza,677.53,-2.84,51.87,105h34m,7.48,2.42,202407
Belo Horizonte,656.69,-6.39,50.28,102h19m,0.06,0.6,202407
Salvador,579.75,-5.46,44.39,90h20m,3.38,-2.73,202407
Natal,575.12,-4.03,44.03,89h37m,3.43,-6.28,202407
João Pessoa,572.38,-4.18,43.82,89h11m,5.55,-1.54,202407
Recife,548.43,-5.91,41.99,85h27m,1.92,-7.47,202407
Aracaju,524.28,-6.71,40.14,81h41m,1.36,-4.19,202407
São Paulo,786.35,-2.89,60.21,122h31m,3.33,5.06,202408
Florianópolis,756.31,-3.38,57.91,117h50m,-0.29,1.66,202408
Rio de Janeiro,745.64,-1.58,57.09,116h11m,0.95,3.16,202408
Porto Alegre,740.82,-3.78,56.72,115h26m,-3.35,-2.6,202408
Campo Grande,714.6,-3.04,54.71,111h20m,2.42,3.31,202408
Curitiba,697.08,-2.96,53.37,108h37m,-0.02,1.74,202408
Vitória,684.21,-0.62,52.39,106h36m,-0.68,3.53,202408
Brasília,673.14,-3.05,51.54,104h53m,-3.66,-2.44,202408
Goiânia,667.87,-4.04,51.13,104h04m,-0.22,4.11,202408
Belém,664.92,-2.56,50.91,103h36m,3.02,3.88,202408
Belo Horizonte,655.25,-0.22,50.17,102h05m,-0.16,1.43,202408
Fortaleza,630.48,-6.94,48.27,98h14m,0.02,-1.9,202408
Salvador,560.72,-3.28,42.93,87h22m,-0.02,-2.62,202408
Natal,555.68,-3.38,42.54,86h35m,-0.07,-4.39,202408
João Pessoa,548.9,-4.1,42.03,85h31m,1.22,-2.86,202408
Recife,533.12,-2.79,40.82,83h04m,-0.92,-8.2,202408
Aracaju,516.4,-1.5,39.54,80h28m,-0.17,-4.84,202408
São Paulo,792.47,0.78,60.67,123h28m,4.13,7.85,202409
Florianópolis,768.33,1.59,58.83,119h43m,1.3,2.77,202409
Rio de Janeiro,757.3,1.56,57.98,117h59m,2.53,5.19,202409
Porto Alegre,756.17,2.07,57.9,117h49m,-1.35,1.95,202409
Campo Grande,714.63,0.0,54.71,111h20m,2.43,5.76,202409
Curitiba,698.44,0.2,53.48,108h49m,0.17,2.53,202409
Vitória,694.87,1.56,53.2,108h16m,0.87,1.9,202409
Brasília,682.51,1.39,52.26,106h20m,-2.32,3.07,202409
Goiânia,672.93,0.76,51.52,104h51m,0.53,6.65,202409
Belo Horizonte,651.44,-0.58,49.88,101h30m,-0.74,2.79,202409
Belém,647.79,-2.58,49.6,100h56m,0.36,2.25,202409
Fortaleza,615.92,-2.31,47.16,95h58m,-2.29,-3.83,202409
Natal,554.0,-0.3,42.42,86h19m,-0.37,-7.51,202409
Salvador,553.62,-1.27,42.39,86h16m,-1.28,-3.05,202409
João Pessoa,552.35,0.63,42.29,86h04m,1.85,-1.82,202409
Recife,535.32,0.41,40.99,83h25m,-0.51,-6.12,202409
Aracaju,506.19,-1.98,38.76,78h52m,-2.14,-4.91,202409
São Paulo,805.84,1.69,61.7,125h34m,5.89,9.17,202410
Florianópolis,796.94,3.72,61.02,124h10m,5.07,7.87,202410
Porto Alegre,774.32,2.4,59.28,120h38m,1.02,4.75,202410
Rio de Janeiro,773.7,2.17,59.24,120h33m,4.75,7.28,202410
Campo Grande,751.06,5.1,57.5,117h01m,7.65,9.97,202410
Curitiba,726.62,4.03,55.63,113h13m,4.22,7.65,202410
Brasília,711.05,4.18,54.44,110h47m,1.76,9.77,202410
Vitória,708.06,1.9,54.21,110h19m,2.79,4.87,202410
Goiânia,695.37,3.33,53.24,108h20m,3.89,9.32,202410
Belo Horizonte,678.07,4.09,51.92,105h39m,3.32,8.02,202410
Belém,649.9,0.33,49.76,101h16m,0.69,2.68,202410
Fortaleza,641.34,4.13,49.1,99h56m,1.74,-1.17,202410
Natal,576.23,4.01,44.12,89h47m,3.63,-1.01,202410
João Pessoa,566.46,2.55,43.37,88h16m,4.46,2.09,202410
Salvador,560.65,1.27,42.93,87h21m,-0.03,-0.44,202410
Recife,548.19,2.4,41.97,85h25m,1.88,-1.6,202410
Aracaju,519.31,2.59,39.76,80h55m,0.4,-0.51,202410
São Paulo,828.39,2.8,63.42,129h04m,8.85,10.56,202411
Florianópolis,799.62,0.34,61.22,124h35m,5.42,6.96,202411
Porto Alegre,780.71,0.83,59.77,121h38m,1.85,5.62,202411
Rio de Janeiro,777.66,0.51,59.54,121h10m,5.29,6.78,202411
Campo Grande,772.45,2.85,59.14,120h21m,10.72,14.47,202411
Brasília,742.25,4.39,56.83,115h39m,6.23,11.19,202411
Curitiba,739.4,1.76,56.61,115h12m,6.05,8.19,202411
Goiânia,727.65,4.64,55.71,113h22m,8.71,12.19,202411
Vitória,726.51,2.61,55.62,113h12m,5.47,7.56,202411
Belo Horizonte,686.9,1.3,52.59,107h01m,4.66,7.38,202411
Fortaleza,663.95,3.53,50.83,103h27m,5.33,3.76,202411
Belém,663.02,2.02,50.76,103h18m,2.72,4.38,202411
Natal,593.54,3.0,45.44,92h29m,6.74,4.63,202411
João Pessoa,590.82,4.3,45.24,92h03m,8.95,7.75,202411
Recife,578.16,5.47,44.27,90h05m,7.45,4.92,202411
Salvador,574.78,2.52,44.01,89h33m,2.49,4.34,202411
Aracaju,533.26,2.69,40.83,83h05m,3.09,3.19,202411
João Pessoa,606.91,2.72,46.47,94h34m,11.91,,202412
Natal,617.32,4.01,47.26,96h11m,11.02,,202412
São Paulo,841.29,1.56,64.41,131h05m,10.55,,202412
Campo Grande,770.35,-0.27,58.98,120h02m,10.41,,202412
Goiânia,732.5,0.67,56.08,114h08m,9.43,,202412
Recife,588.35,1.76,45.05,91h40m,9.34,,202412
Vitória,747.42,2.88,57.23,116h27m,8.5,,202412
Aracaju,554.08,3.9,42.42,86h20m,7.12,,202412
Fortaleza,673.77,1.48,51.59,104h59m,6.88,,202412
Florianópolis,809.46,1.23,61.98,126h07m,6.72,,202412
Curitiba,741.9,0.34,56.8,115h35m,6.41,,202412
Brasília,743.19,0.13,56.9,115h47m,6.36,,202412
Belo Horizonte,694.77,1.15,53.19,108h15m,5.86,,202412
Rio de Janeiro,779.84,0.28,59.71,121h30m,5.58,,202412
Salvador,583.89,1.58,44.7,90h58m,4.12,,202412
Belém,665.83,0.42,50.98,103h44m,3.16,,202412
Porto Alegre,783.72,0.39,60.0,122h07m,2.24,,202412
São Paulo,851.82,1.25,60.66,123h27m,,7.36,202501
Florianópolis,808.75,-0.09,57.6,117h13m,,1.05,202501
Rio de Janeiro,802.88,2.95,57.18,116h22m,,1.4,202501
Porto Alegre,770.63,-1.67,54.88,111h41m,,-2.59,202501
Campo Grande,764.24,-0.79,54.43,110h46m,,3.73,202501
Goiânia,756.92,3.33,53.91,109h42m,,6.5,202501
Brasília,756.03,1.73,53.84,109h34m,,1.82,202501
Curitiba,743.69,0.24,52.96,107h47m,,2.4,202501
Vitória,735.31,-1.62,52.37,106h34m,,2.23,202501
Belo Horizonte,717.51,3.27,51.1,103h59m,,-1.0,202501
Fortaleza,700.44,3.96,49.88,101h31m,,13.28,202501
Belém,697.81,4.8,49.7,101h08m,,6.25,202501
Natal,634.11,2.72,45.16,91h54m,,10.14,202501
Salvador,620.23,6.22,44.17,89h53m,,4.55,202501
João Pessoa,618.64,1.93,44.06,89h40m,,10.52,202501
Recife,598.72,1.76,42.64,86h46m,,8.76,202501
Aracaju,571.43,3.13,40.7,82h49m,,8.13,202501
São Paulo,860.53,1.02,61.28,124h43m,2.29,6.45,202502
Rio de Janeiro,814.9,1.5,58.04,118h06m,4.5,-2.15,202502
Florianópolis,807.71,-0.13,57.52,117h04m,-0.22,3.11,202502
Campo Grande,773.95,1.27,55.12,112h10m,0.47,3.44,202502
Brasília,772.3,2.15,55.0,111h56m,3.92,4.1,202502
Porto Alegre,769.74,-0.12,54.82,111h34m,-1.78,-3.4,202502
Curitiba,745.88,0.29,53.12,108h06m,0.54,1.97,202502
Vitória,745.49,1.38,53.09,108h02m,-0.26,1.87,202502
Goiânia,739.34,-2.32,52.65,107h09m,0.93,4.45,202502
Belo Horizonte,726.01,1.18,51.7,105h13m,4.5,-0.2,202502
Fortaleza,710.66,1.46,50.61,102h59m,5.48,13.22,202502
Belém,700.06,0.32,49.86,101h28m,5.14,5.25,202502
Natal,648.58,2.28,46.19,94h00m,5.06,11.96,202502
João Pessoa,634.41,2.55,45.18,91h56m,4.53,12.38,202502
Salvador,628.8,1.38,44.78,91h08m,7.69,4.05,202502
Recife,625.33,4.44,44.53,90h38m,6.29,11.73,202502
Aracaju,580.45,1.58,41.34,84h07m,4.76,8.62,202502
São Paulo,880.72,2.35,62.72,127h38m,4.69,8.3,202503
Rio de Janeiro,835.5,2.53,59.5,121h05m,7.14,2.86,202503
Florianópolis,831.92,3.0,59.25,120h34m,2.77,5.15,202503
Porto Alegre,791.64,2.85,56.38,114h44m,1.01,1.83,202503
Campo Grande,788.58,1.89,56.16,114h17m,2.37,8.02,202503
Brasília,782.65,1.34,55.74,113h26m,5.31,4.68,202503
Curitiba,772.83,3.61,55.04,112h00m,4.17,6.15,202503
Vitória,762.94,2.34,54.33,110h34m,2.08,4.61,202503
Goiânia,754.06,1.99,53.7,109h17m,2.94,7.18,202503
Belo Horizonte,744.1,2.49,52.99,107h50m,7.1,4.43,202503
Fortaleza,727.46,2.36,51.81,105h26m,7.97,9.69,202503
Belém,704.9,0.69,50.2,102h10m,5.87,5.6,202503
Natal,636.47,-1.87,45.33,92h14m,3.1,5.14,202503
Salvador,633.58,0.76,45.12,91h49m,8.51,2.17,202503
Recife,627.14,0.29,44.66,90h53m,6.59,5.9,202503
João Pessoa,626.89,-1.19,44.65,90h51m,3.29,7.49,202503
Aracaju,569.48,-1.89,40.56,82h32m,2.78,2.57,202503
São Paulo,909.25,3.24,64.75,131h47m,8.08,10.5,202504
Florianópolis,858.2,3.16,61.12,124h23m,6.02,9.81,202504
Rio de Janeiro,849.7,1.7,60.51,123h08m,8.96,6.06,202504
Porto Alegre,834.22,5.38,59.41,120h54m,6.44,7.55,202504
Campo Grande,805.08,2.09,57.34,116h41m,4.51,9.87,202504
Vitória*,792.83,3.92,56.46,114h54m,6.08,9.08,202504
Curitiba,793.72,2.7,56.53,115h02m,6.98,9.23,202504
Brasília,775.84,-0.87,55.25,112h26m,4.39,6.58,202504
Goiânia,767.43,1.77,54.65,111h13m,4.77,9.47,202504
Belo Horizonte,752.6,1.14,53.6,109h04m,8.32,5.6,202504
Fortaleza,746.52,2.62,53.17,108h11m,10.8,4.46,202504
Belém,726.21,3.02,51.72,105h15m,9.07,6.57,202504
Natal,657.0,3.23,46.79,95h13m,6.43,3.92,202504
Recife,652.71,4.08,46.48,94h36m,10.94,5.74,202504
João Pessoa,641.57,2.34,45.69,92h59m,5.71,4.36,202504
Salvador,632.12,-0.23,45.02,91h37m,8.26,-1.25,202504
Aracaju,579.93,1.84,41.3,84h03m,4.67,-0.37,202504
São Paulo,896.15,-1.44,63.82,129h53m,6.52,8.38,202505
Florianópolis,858.93,0.09,61.17,124h29m,6.11,7.23,202505
Porto Alegre,819.05,-1.82,58.33,118h42m,4.51,2.2,202505
Curitiba,791.39,-0.29,56.36,114h42m,6.67,6.73,202505
Vitória*,780.69,-1.53,55.6,113h08m,4.45,7.84,202505
